,TRACK_ID,PEARSON_COEF,P_VALUE,PATH_LINEARITY
1853,1853,0.08752713761250713,0.13103178371568414,Negligible corelation
1861,1861,-0.6270556385901983,1.2131993606968443e-45,Moderate positive non-linear
1906,1906,-0.10784317953814664,0.04659679947482948,Negligible corelation
1970,1970,0.19168931998705993,0.006148768892276941,Negligible corelation
1995,1995,0.8708874222119942,2.672026590693011e-123,High positive linear
2106,2106,-0.8514628926580959,7.262327964223526e-46,High positive non-linear
2127,2127,-0.2923940483138402,5.011421037533466e-09,Negligible corelation
2156,2156,-0.8903493845052153,2.915492928063577e-132,High positive non-linear
2208,2208,-0.3169246263101048,2.8900926857161105e-10,Low positive non-linear
2253,2253,-0.9052915025307123,1.8268559875002767e-90,Low positive non-linear
2257,2257,-0.9010755851874084,7.134359429806816e-111,Low positive non-linear
2279,2279,-0.9322375099915674,7.244502860085232e-166,Low positive non-linear
2302,2302,0.8510268550477834,3.602914359343686e-95,High positive linear
2361,2361,-0.767167587374933,3.4820031723444435e-72,High positive non-linear
2554,2554,0.8607328493686396,1.1548406336379505e-104,High positive linear
2561,2561,-0.5742252983216808,3.5376123521857946e-32,Moderate positive non-linear
2618,2618,0.7464570355879092,8.079367322415674e-63,High positive linear
2627,2627,0.068865390532456,0.2013015032056738,Negligible corelation
2628,2628,0.6211475490396656,1.0113274915061253e-33,Moderate positive linear
2632,2632,0.47793044566683585,4.9969510387659905e-11,Low positive linear
2635,2635,0.0719074084981311,0.18333634283151107,Negligible corelation
2668,2668,0.4003112061884986,2.1154063764315568e-14,Low positive linear
2711,2711,0.7365931476493677,7.503242267461448e-59,High positive linear
2726,2726,-0.947715864166152,1.790393786620613e-132,High positive linear
2735,2735,0.5695282483454215,2.0031782437427446e-29,Moderate positive linear
2783,2783,-0.3787146796120183,9.180308340546893e-13,Low positive non-linear
2819,2819,-0.9255979417297541,5.10867626747896e-140,Low positive non-linear
2821,2821,-0.04905539560417498,0.5026474677717004,Negligible corelation
2855,2855,-0.37208971542170977,4.963165041552157e-08,Low positive non-linear
2868,2868,-0.24837394235084803,5.66289637741609e-06,Negligible corelation
2902,2902,-0.1280093905803636,0.0301526297605159,Negligible corelation
2903,2903,-0.7001100803762815,2.252699694983632e-31,High positive non-linear
2963,2963,-0.748425355096263,2.63114533958773e-58,High positive non-linear
3010,3010,-0.9745918270777562,1.2975364430368964e-171,High positive non-linear
3064,3064,-0.6866879918523208,1.3921226932987465e-32,Moderate positive non-linear
3138,3138,-0.8621520896056083,1.3779669185601694e-90,High positive non-linear
3225,3225,-0.590803157601628,1.0678287979652427e-18,Moderate positive non-linear
3257,3257,-0.930383012531032,5.624142986484512e-128,Moderate positive non-linear
3261,3261,-0.5375437229430193,3.438636851658946e-23,Moderate positive non-linear
3341,3341,-0.2513527202436368,0.000520403948735119,Negligible corelation
3371,3371,-0.7731884619863852,4.0366901447872365e-57,High positive non-linear
3374,3374,0.3144720964578034,7.532142883981841e-05,Low positive linear
3386,3386,-0.9771986480516457,3.953543966498205e-189,Low positive linear
3441,3441,0.8639048572824873,2.6842247028658152e-83,High positive linear
3444,3444,-0.7516589090542047,1.2260898268178442e-33,High positive non-linear
3451,3451,-0.7325354564189648,5.945164486925112e-40,High positive non-linear
3649,3649,-0.10092569455339488,0.21448891975461737,Negligible corelation
3679,3679,0.28444709735812806,4.27955262169938e-06,Negligible corelation
3782,3782,0.559641223038743,2.3954391306561906e-21,Moderate positive linear
3783,3783,-0.26908197172978,2.2077299277766623e-05,Negligible corelation
3802,3802,0.6724388674937385,6.051294376740948e-33,Moderate positive linear
3884,3884,-0.33607245348040843,1.6664014938039733e-07,Low positive non-linear
3888,3888,0.3194551440116198,7.472570347780171e-07,Low positive linear
3904,3904,0.13731541290900126,0.03785381662813706,Negligible corelation
3958,3958,0.388073298424197,1.8215704632479943e-09,Low positive linear
3963,3963,-0.2828760529384998,1.722466832064157e-05,Negligible corelation
3966,3966,0.25920567415536216,0.00039530995679681636,Negligible corelation
4003,4003,0.7889937661810996,5.205944430536571e-48,High positive linear
4100,4100,-0.38204623237914076,1.0536060672055682e-08,Low positive non-linear
4115,4115,0.6050276780552366,3.7172886204556577e-22,Moderate positive linear
4176,4176,0.8457568646666392,6.635058782130553e-53,High positive linear
4248,4248,-0.5942351323132365,5.3142138503875766e-20,Moderate positive non-linear
4337,4337,0.28091723006562025,0.00036553451538996995,Negligible corelation
4342,4342,0.8985641147273251,2.2827564926756163e-67,High positive linear
4420,4420,0.010510938324248369,0.8895671128372863,Negligible corelation
4436,4436,-0.5915002002390766,6.7641353783248565e-18,Moderate positive non-linear
4636,4636,-0.7218143055571878,4.5053330479892517e-26,High positive non-linear
